gene_name,GPT_Surface,GPT_Secreted,GPT_Intracellular,HPA_Score,UNI_Neg_Score,GPI_Score,CSPA_Score,TMHMM_Score,UNI_Score,UNI_CellSurface,Tier,Custom_Edit
CD164L2,0,0,0,5,2,0,NA,1,0,0,Tier1,0
CD177,100,-100,-100,NA,3,3,NA,0,2,0,Tier1,0
CD180,97,-90,-90,10,2,0,3,1,0,1,Tier1,0
CD19,100,-100,-100,NA,3,0,3,1,5,1,Tier1,0
CD1A,90,-95,-95,NA,2,0,NA,1,4,0,Tier1,0
CD1B,70,-95,-85,0,2,0,3,1,3,1,Tier1,0
CD1C,90,-95,-85,0,2,0,3,1,3,1,Tier1,0
CD1D,0,0,0,0,2,0,3,1,2,1,Tier1,0
CD2,0,0,0,10,2,0,3,1,5,1,Tier1,0
CD200,100,-100,-100,NA,2,0,3,1,0,1,Tier1,0
CD200R1,100,-100,-100,10,3,0,3,1,0,1,Tier1,0
CD200R1L,90,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
CD207,90,-90,-80,0,2,0,NA,1,0,0,Tier1,0
CD209,100,-95,-95,NA,3,0,NA,1,4,0,Tier1,0
CD22,100,-100,-100,NA,2,0,3,1,5,1,Tier1,0
CD226,100,-100,-100,10,3,0,3,1,5,1,Tier1,0
CD24,100,-100,-100,0,3,1,NA,0,0,0,Tier1,0
CD244,100,-100,-100,NA,3,0,3,1,5,1,Tier1,0
CD248,0,0,0,10,3,0,NA,1,0,0,Tier1,0
CD27,0,0,0,0,3,0,3,1,5,1,Tier1,0
CD274,100,-100,-100,10,2,0,3,1,2,1,Tier1,0
CD276,80,-90,-85,0,3,0,3,1,0,1,Tier1,0
CD28,0,0,0,10,1,0,3,1,5,1,Tier1,0
CD2AP,90,-95,85,10,2,0,NA,0,-1,0,Tier1,0
CD300A,95,-95,-85,10,3,0,NA,1,5,0,Tier1,0
CD300LB,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CD300LD,90,-80,-65,NA,3,0,NA,1,5,0,Tier1,0
CD300LF,90,-100,-95,NA,3,0,NA,1,5,0,Tier1,0
CD300LG,100,-100,-100,0,3,0,NA,1,4,0,Tier1,0
CD302,100,-100,-100,NA,3,0,3,1,-1,1,Tier1,0
CD320,100,-100,-100,0,2,0,NA,1,5,0,Tier1,0
CD33,100,-100,-100,10,2,0,3,1,4,1,Tier1,0
CD34,95,-95,-90,10,1,0,3,1,0,1,Tier1,0
CD36,100,-100,-100,0,1,0,2,1,4,0,Tier1,0
CD37,0,0,0,5,3,0,2,1,5,0,Tier1,0
CD38,0,0,0,10,1,0,2,1,5,0,Tier1,0
CD3D,100,-100,-100,0,2,0,3,1,0,1,Tier1,0
CD3E,100,-100,-100,10,2,0,NA,1,5,0,Tier1,0
CD3G,0,0,0,10,2,0,3,1,5,1,Tier1,0
CD4,100,-100,-100,10,1,0,3,1,5,1,Tier1,0
CD40,100,-100,-100,4,1,0,3,1,0,1,Tier1,0
CD40LG,0,0,0,9,1,0,3,1,3,1,Tier1,0
CD44,100,-100,-100,9,2,0,3,1,4,1,Tier1,0
CD46,95,-95,-95,10,3,0,3,1,-2,1,Tier1,0
CD47,0,0,0,10,3,0,3,1,5,1,Tier1,0
CD48,100,-100,-100,9,3,3,3,1,4,1,Tier1,0
CD5,0,0,0,NA,3,0,3,1,5,1,Tier1,0
CD52,100,-100,-100,NA,3,2,NA,0,0,0,Tier1,0
CD53,99,-95,-85,NA,3,0,2,1,4,0,Tier1,0
CD55,90,-95,-85,NA,2,3,3,0,4,1,Tier1,0
CD58,0,0,0,NA,3,2,3,1,0,1,Tier1,0
CD59,95,-100,-100,0,2,3,3,0,0,1,Tier1,0
CD6,100,-100,-100,NA,3,0,3,1,4,1,Tier1,0
CD63,0,0,0,0,2,0,3,1,1,1,Tier1,0
CD68,80,-96,-90,0,2,0,3,1,0,1,Tier1,0
CD69,90,-100,-80,NA,3,0,2,1,5,0,Tier1,0
CD7,90,-100,-100,NA,3,1,3,1,0,1,Tier1,0
CD72,90,-95,-90,0,3,0,2,1,0,0,Tier1,0
CD74,100,-100,-100,0,1,0,3,1,2,1,Tier1,0
CD79A,90,-95,-85,NA,3,0,3,1,0,1,Tier1,0
CD79B,100,-100,-100,10,3,0,3,1,0,1,Tier1,0
CD80,0,0,0,NA,2,0,3,1,5,1,Tier1,0
CD81,0,0,0,10,1,0,NA,1,5,0,Tier1,0
CD82,100,-100,-100,0,2,0,2,1,2,0,Tier1,0
CD83,90,-70,-80,10,3,0,3,1,0,1,Tier1,0
CD84,100,-100,-100,10,2,0,3,1,5,1,Tier1,0
CD86,100,-100,-100,10,2,0,3,1,0,1,Tier1,0
CD8A,95,-90,-90,10,3,0,NA,1,4,0,Tier1,0
CD8B,100,-100,-100,10,2,0,NA,1,4,0,Tier1,0
CD8B2,100,-100,-100,NA,3,0,NA,1,5,0,Tier1,0
CD9,0,0,0,10,2,0,NA,1,3,0,Tier1,0
CD93,100,-100,-100,10,3,0,NA,1,5,0,Tier1,0
CD96,90,-95,-80,NA,3,0,3,1,0,1,Tier1,0
CD99,100,-100,-100,0,3,0,NA,1,0,0,Tier1,0
CD99L2,0,0,0,10,3,0,NA,1,4,0,Tier1,0
CDC42EP1,75,85,-85,10,2,0,NA,0,-1,0,Tier1,0
CDCP1,0,0,0,0,3,0,3,1,5,1,Tier1,0
CDH1,0,0,0,10,1,0,3,1,2,1,Tier1,0
CDH10,100,-100,-100,10,3,0,3,1,5,1,Tier1,0
CDH11,100,-100,-100,NA,3,0,3,1,0,1,Tier1,0
CDH12,95,-90,-85,0,3,0,NA,1,0,0,Tier1,0
CDH13,100,-100,-100,10,1,3,3,0,4,1,Tier1,0
CDH15,70,-95,-80,10,2,0,3,1,0,1,Tier1,0
CDH17,90,-95,-85,10,2,0,3,1,5,1,Tier1,0
CDH18,90,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
CDH19,85,-95,-75,NA,3,0,3,1,0,1,Tier1,0
CDH2,0,0,0,15,1,0,3,1,5,1,Tier1,0
CDH22,80,-95,-80,NA,3,0,NA,1,5,0,Tier1,0
CDH23,70,-90,-80,NA,2,0,NA,1,5,0,Tier1,0
CDH24,90,-95,-70,0,3,0,NA,1,5,0,Tier1,0
CDH26,80,-80,-75,10,3,0,NA,1,5,0,Tier1,0
CDH3,95,-95,-90,10,3,0,3,1,0,1,Tier1,0
CDH4,90,-95,-85,10,3,0,3,1,0,1,Tier1,0
CDH5,80,-90,-85,10,2,0,3,1,4,1,Tier1,0
CDH6,90,-95,-85,10,2,0,3,1,0,1,Tier1,0
CDH7,90,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
CDH8,90,-95,-90,10,3,0,3,1,0,1,Tier1,0
CDH9,90,-95,-90,0,3,0,3,1,5,1,Tier1,0
CDHR1,80,-95,-70,0,3,0,NA,1,5,0,Tier1,0
CDHR2,90,-95,-80,NA,3,0,NA,1,5,0,Tier1,0
CDHR4,80,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
CDHR5,70,-70,-70,NA,3,0,NA,1,5,0,Tier1,0
CDIPT,0,0,0,10,2,0,NA,1,4,0,Tier1,0
CDON,90,-95,-90,NA,2,0,3,1,5,1,Tier1,0
CDRT15L2,80,-80,-70,NA,3,0,NA,1,5,0,Tier1,0
CDSN,80,-90,-80,NA,3,0,3,0,0,1,Tier1,0
CEACAM1,100,-100,-100,NA,1,0,3,1,2,1,Tier1,0
CEACAM19,70,-70,-65,0,3,0,NA,1,0,0,Tier1,0
CEACAM21,80,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
CEACAM5,100,-90,-100,10,3,2,NA,1,5,0,Tier1,0
CEACAM6,0,0,0,NA,3,2,3,1,5,1,Tier1,0
CEACAM7,0,0,0,10,2,2,NA,1,5,0,Tier1,0
CEACAM8,100,-100,-100,NA,3,2,3,1,5,1,Tier1,0
CELSR1,90,-95,-90,10,2,0,3,1,0,1,Tier1,0
CELSR2,90,-99,-85,0,2,0,3,1,0,1,Tier1,0
CELSR3,90,-95,-90,NA,3,0,3,1,0,1,Tier1,0
CEMIP2,100,-100,-100,10,2,0,NA,1,5,0,Tier1,0
CEP290,80,-95,85,5,1,0,NA,0,-3,0,Tier1,0
CEP55,90,-95,85,15,2,0,NA,0,-1,0,Tier1,0
CERS5,-100,-100,100,5,2,0,NA,1,4,0,Tier1,0
CFH,0,0,0,-1,3,0,3,0,0,1,Tier1,0
CGN,0,0,0,10,3,0,3,0,0,1,Tier1,0
CHGA,0,0,0,0,2,0,3,0,-3,1,Tier1,0
CHIC2,80,-90,70,10,2,0,NA,0,3,0,Tier1,0
CHL1,0,0,0,NA,3,0,3,1,4,1,Tier1,0
CHRM2,0,0,0,15,2,0,NA,1,5,0,Tier1,0
CHRM3,0,0,0,10,2,0,NA,1,4,0,Tier1,0
CHRM4,80,-95,-80,0,3,0,NA,1,0,0,Tier1,0
CHRM5,90,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
CHRNA1,90,-95,-95,10,3,0,NA,1,5,0,Tier1,0
CHRNA2,0,0,0,10,2,0,NA,1,5,0,Tier1,0
CHRNA3,0,0,0,10,2,0,3,1,3,1,Tier1,0
CHRNA5,0,0,0,15,3,0,NA,1,5,0,Tier1,0
CHRNB3,80,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
CHRNB4,0,0,0,5,3,0,NA,1,5,0,Tier1,0
CHRND,0,0,0,10,3,0,NA,1,0,0,Tier1,0
CHRNG,80,-99,-90,NA,3,0,NA,1,0,0,Tier1,0
CHSY3,80,-90,70,NA,2,0,1,1,-1,0,Tier1,0
CLCA2,90,-95,70,10,2,0,3,1,0,1,Tier1,0
CLCN2,90,-95,85,0,3,0,2,1,4,0,Tier1,0
CLCN5,0,0,0,10,2,0,NA,1,3,0,Tier1,0
CLCN6,-95,-95,85,10,2,0,2,1,4,0,Tier1,0
CLDN1,95,-90,-90,NA,3,0,NA,1,5,0,Tier1,0
CLDN11,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CLDN12,0,0,0,NA,3,0,3,1,5,1,Tier1,0
CLDN18,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CLDN19,0,0,0,10,2,0,NA,1,5,0,Tier1,0
CLDN2,0,0,0,10,2,0,NA,1,5,0,Tier1,0
CLDN20,95,-95,-95,10,2,0,NA,1,0,0,Tier1,0
CLDN22,85,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
CLDN23,0,0,0,5,3,0,NA,1,5,0,Tier1,0
CLDN24,80,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
CLDN3,95,-95,-90,10,3,0,NA,1,5,0,Tier1,0
CLDN4,90,-95,-85,10,3,0,NA,1,5,0,Tier1,0
CLDN5,100,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
CLDN6,90,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
CLDN7,0,0,0,5,3,0,NA,1,5,0,Tier1,0
CLDN8,95,-95,-95,NA,2,0,NA,1,5,0,Tier1,0
CLDN9,100,-100,-100,10,3,0,NA,1,5,0,Tier1,0
CLEC10A,85,-80,-75,NA,3,0,NA,1,3,0,Tier1,0
CLEC12A,70,-95,-80,NA,3,0,3,1,5,1,Tier1,0
CLEC12B,100,-100,-100,NA,3,0,NA,1,5,0,Tier1,0
CLEC14A,90,-90,-90,0,3,0,3,1,0,1,Tier1,0
CLEC17A,100,-100,-100,NA,3,0,NA,1,0,0,Tier1,0
CLEC1A,80,-90,-70,NA,3,0,2,1,0,0,Tier1,0
CLEC1B,90,-90,-75,NA,3,0,2,1,0,0,Tier1,0
CLEC2A,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CLEC2D,95,-95,-90,0,2,0,3,1,4,1,Tier1,0
CLEC4C,80,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
CLEC4D,95,-95,-95,NA,3,0,NA,1,5,0,Tier1,0
CLEC4F,0,0,0,10,3,0,NA,1,0,0,Tier1,0
CLEC4G,95,-95,-95,NA,3,0,NA,1,0,0,Tier1,0
CLEC4M,95,-90,-80,NA,3,0,NA,1,4,0,Tier1,0
CLEC5A,80,-95,-85,10,2,0,3,1,5,1,Tier1,0
CLEC7A,80,-90,-70,NA,3,0,NA,1,4,0,Tier1,0
CLEC9A,100,-100,-100,NA,3,0,NA,1,0,0,Tier1,0
CLSTN3,80,-90,70,NA,2,0,NA,1,2,0,Tier1,0
CLTRN,90,-90,-80,0,3,0,NA,1,5,0,Tier1,0
CLU,-100,80,-100,-1,0,0,3,0,-8,1,Tier1,0
CMKLR1,100,-100,-100,NA,2,0,3,1,5,1,Tier1,0
CMTM3,70,-70,-70,0,2,0,NA,1,0,0,Tier1,0
CMTM4,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CMTM5,90,-95,-85,0,3,0,NA,1,0,0,Tier1,0
CMTM7,0,0,0,10,3,0,NA,1,0,0,Tier1,0
CMYA5,80,-90,95,10,2,0,NA,0,-2,0,Tier1,0
CNGA1,90,-95,-85,5,3,0,NA,1,5,0,Tier1,0
CNGA2,90,-95,-80,NA,2,0,NA,1,5,0,Tier1,0
CNGA4,80,-90,-70,10,2,0,NA,1,5,0,Tier1,0
CNGB1,0,0,0,10,2,0,NA,1,5,0,Tier1,0
CNIH3,70,-95,-80,NA,1,0,NA,1,5,0,Tier1,0
CNKSR2,70,-95,85,10,3,0,NA,0,0,0,Tier1,0
CNNM1,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CNNM2,-90,-90,90,0,3,0,3,1,5,1,Tier1,0
CNNM3,0,0,0,0,3,0,3,1,5,1,Tier1,0
CNNM4,-90,-95,75,5,3,0,3,1,5,1,Tier1,0
CNR1,0,0,0,10,1,0,NA,1,2,0,Tier1,0
CNR2,80,-90,-70,NA,2,0,3,1,-1,1,Tier1,0
CNTFR,0,0,0,NA,3,2,3,0,0,1,Tier1,0
CNTN1,0,0,0,NA,3,2,3,0,0,1,Tier1,0
CNTN2,100,-100,-100,NA,3,3,NA,1,0,0,Tier1,0
CNTN3,100,-100,-100,NA,3,2,3,0,5,1,Tier1,0
CNTNAP1,0,0,0,0,3,0,3,1,0,1,Tier1,0
CNTNAP2,0,0,0,NA,2,0,3,1,-1,1,Tier1,0
CNTNAP3,70,-90,-70,NA,3,0,NA,1,4,0,Tier1,0
CNTNAP4,80,-95,-90,NA,3,0,NA,1,5,0,Tier1,0
COL11A1,0,0,0,-1,2,0,3,0,-1,1,Tier1,0
COL12A1,-70,75,-80,-1,2,0,3,0,-1,1,Tier1,0
COL14A1,80,-90,-80,-1,2,0,3,0,-1,1,Tier1,0
COL17A1,100,-100,-100,9,2,0,NA,1,0,0,Tier1,0
COL1A1,-95,95,-95,-1,1,0,3,0,-1,1,Tier1,0
COL1A2,0,0,0,-1,2,0,3,0,-1,1,Tier1,0
COL2A1,0,0,0,-1,1,0,3,0,-1,1,Tier1,0
COL3A1,0,0,0,-1,2,0,3,0,-1,1,Tier1,0
COL5A1,0,0,0,-1,2,0,3,0,-1,1,Tier1,0
COL5A2,-90,70,-85,NA,2,0,3,0,-1,1,Tier1,0
COL5A3,0,0,0,9,2,0,3,0,-1,1,Tier1,0
COL6A1,-90,85,-70,-1,1,0,3,0,-1,1,Tier1,0
COL6A2,0,0,0,4,2,0,3,0,-1,1,Tier1,0
COL6A3,0,0,0,-1,2,0,3,0,-1,1,Tier1,0
COL6A6,80,-90,-90,NA,3,0,3,0,-1,1,Tier1,0
COL7A1,0,0,0,-1,2,0,3,0,0,1,Tier1,0
COLEC12,0,0,0,5,2,0,2,1,0,0,Tier1,0
COLQ,80,-80,-90,14,3,0,NA,0,0,0,Tier1,0
COPRS,100,-100,100,5,0,0,NA,0,-1,0,Tier1,0
CORIN,85,-75,-80,10,2,0,NA,1,5,0,Tier1,0
CP,-95,95,-95,NA,1,0,3,0,-1,1,Tier1,0
CPAMD8,90,-85,-75,9,3,0,NA,0,4,0,Tier1,0
CPD,90,-100,-90,0,3,0,3,1,5,1,Tier1,0
CPM,80,-70,-65,0,3,2,3,0,5,1,Tier1,0
CPPED1,80,-95,85,5,1,0,NA,0,-1,0,Tier1,0
CPZ,-90,-90,70,9,3,0,3,0,-1,1,Tier1,0
CR1,100,-100,-100,10,3,0,3,1,0,1,Tier1,0
CR2,100,-100,-100,NA,3,0,3,1,5,1,Tier1,0
CRB2,80,-95,70,NA,3,0,3,1,3,1,Tier1,0
CRB3,70,-90,70,10,3,0,NA,1,5,0,Tier1,0
CRCP,90,-95,70,5,0,0,NA,0,3,0,Tier1,0
CREB3,-95,-95,85,15,0,0,NA,1,-4,0,Tier1,0
CREG1,-100,-100,100,-1,1,0,3,0,-1,1,Tier1,0
CRELD1,80,-95,-80,0,3,0,NA,1,5,0,Tier1,0
CRELD2,-90,-80,90,NA,2,0,3,0,-1,1,Tier1,0
CRHR1,80,-95,75,NA,2,0,NA,1,0,0,Tier1,0
CRHR2,100,-100,-100,9,3,0,NA,1,5,0,Tier1,0
CRIM1,80,-90,-85,NA,3,0,3,1,5,1,Tier1,0
CRLF1,-95,95,-95,NA,2,0,3,1,-1,1,Tier1,0
CRLF2,100,-100,-100,10,3,0,3,1,4,1,Tier1,0
CRLF3,-95,-95,80,10,1,0,NA,1,-1,0,Tier1,0
CROCC,100,-100,100,5,2,0,NA,0,-1,0,Tier1,0
CRTAM,85,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
CRTAP,-95,-90,80,-1,1,0,3,0,-1,1,Tier1,0
CRTC1,50,-95,85,5,1,0,NA,0,-2,0,Tier1,0
CSDE1,75,-95,85,5,1,0,NA,0,-3,0,Tier1,0
CSF1,-100,100,-100,9,2,0,3,1,5,1,Tier1,0
CSF1R,100,-100,-100,10,2,0,NA,1,0,0,Tier1,0
CSF2RA,85,-75,-75,NA,2,0,3,1,-1,1,Tier1,0
CSF2RB,80,-95,-90,0,3,0,3,1,0,1,Tier1,0
CSF3R,98,-98,-95,NA,2,0,NA,1,4,0,Tier1,0
CSMD1,80,-70,-60,0,3,0,NA,1,0,0,Tier1,0
CSMD3,80,-90,-70,10,3,0,NA,1,5,0,Tier1,0
CSPG4,90,-90,-90,10,2,0,3,1,5,1,Tier1,0
CSPG5,80,-90,-80,10,1,0,3,1,2,1,Tier1,0
CSPP1,80,-95,85,5,2,0,NA,0,-1,0,Tier1,0
CTLA4,100,-100,-80,NA,2,0,NA,1,5,0,Tier1,0
CTNNA1,80,-95,90,10,2,0,NA,0,3,0,Tier1,0
CTNNB1,70,-95,90,15,0,0,NA,0,2,0,Tier1,0
CTNND1,80,-90,70,10,1,0,NA,0,3,0,Tier1,0
CTNND2,70,-95,70,10,2,0,NA,0,-2,0,Tier1,0
CTSD,-95,-95,90,NA,2,0,3,0,0,1,Tier1,0
CTXN1,80,-70,-60,5,3,0,NA,1,5,0,Tier1,0
CTXN2,80,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
CTXN3,75,-80,70,0,3,0,NA,1,5,0,Tier1,0
CTXND1,80,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
CTXND2,80,-80,-70,NA,3,0,NA,1,5,0,Tier1,0
CUZD1,85,-90,80,NA,3,0,NA,1,-2,0,Tier1,0
CWH43,85,-90,-75,10,2,1,NA,1,5,0,Tier1,0
CX3CL1,100,-100,-100,9,1,0,NA,1,4,0,Tier1,0
CX3CR1,100,-100,-100,10,2,0,NA,1,5,0,Tier1,0
CXADR,100,-100,-100,9,2,0,3,1,4,1,Tier1,0
CXCL16,85,80,-90,-1,3,0,3,1,5,1,Tier1,0
CXCR1,100,-100,-100,NA,3,0,3,1,0,1,Tier1,0
CXCR2,95,-95,-95,10,2,0,NA,1,0,0,Tier1,0
CXCR3,95,-95,-95,NA,2,0,3,1,5,1,Tier1,0
CXCR4,100,-100,-100,NA,1,0,NA,1,5,0,Tier1,0
CXCR5,95,-95,-70,NA,3,0,3,1,0,1,Tier1,0
CXCR6,100,-100,-100,NA,3,0,NA,1,0,0,Tier1,0
CYB561D1,80,-70,70,NA,3,0,NA,1,5,0,Tier1,0
CYB5D2,75,-90,-70,9,3,0,NA,0,-1,0,Tier1,0
CYBB,80,-95,80,NA,1,0,3,1,5,1,Tier1,0
CYBC1,-100,-100,100,15,2,0,NA,1,4,0,Tier1,0
CYBRD1,0,0,0,10,3,0,NA,1,5,0,Tier1,0
CYP20A1,-95,-95,90,10,3,0,NA,1,5,0,Tier1,0
CYP2C8,-99,-99,99,5,0,0,NA,1,0,0,Tier1,0
CYP2C9,-100,-100,100,5,0,0,NA,1,-1,0,Tier1,0
CYSLTR1,80,-99,-90,NA,3,0,3,1,0,1,Tier1,0
CYSLTR2,95,-95,-95,NA,3,0,NA,1,0,0,Tier1,0
CYTH1,60,-95,80,NA,1,0,3,0,4,1,Tier1,0
DAG1,90,-95,-90,10,2,0,3,1,4,1,Tier1,0
DAGLA,90,-99,-90,NA,2,0,NA,1,4,0,Tier1,0
DAGLB,70,-90,80,10,2,0,NA,1,5,0,Tier1,0
DAW1,80,-70,-70,5,1,0,NA,0,-2,0,Tier1,0
DCBLD1,80,-90,-65,0,3,0,3,1,0,1,Tier1,0
DCBLD2,100,-100,-90,10,3,0,3,1,0,1,Tier1,0
DCC,80,-90,-70,0,2,0,NA,1,0,0,Tier1,0
DCHS1,90,-95,-80,10,3,0,3,1,5,1,Tier1,0
DCHS2,90,-95,-85,10,3,0,NA,1,5,0,Tier1,0
DCN,80,-90,-90,NA,1,0,3,0,-1,1,Tier1,0
DCST2,70,-90,60,NA,3,0,NA,1,3,0,Tier1,0
DCSTAMP,90,-95,70,NA,2,0,NA,1,2,0,Tier1,0
DCT,-95,-95,90,10,2,0,3,1,0,1,Tier1,0
DDR1,-100,-100,100,10,3,0,NA,1,-1,0,Tier1,0
DDR2,85,-95,-85,10,2,0,3,1,5,1,Tier1,0
DGCR2,80,-80,-70,NA,3,0,3,1,0,1,Tier1,0
DHRS7B,80,-95,90,10,1,0,NA,1,-1,0,Tier1,0
DIAPH3,70,-95,80,10,1,0,NA,0,-2,0,Tier1,0
DISP1,80,-85,75,10,3,0,NA,1,5,0,Tier1,0
DISP2,85,-95,70,0,3,0,2,1,5,0,Tier1,0
DKK3,-90,80,-75,-1,2,0,3,0,0,1,Tier1,0
DLG1,100,-100,-100,5,1,0,NA,0,2,0,Tier1,0
DLG2,80,-95,90,10,2,0,NA,0,3,0,Tier1,0
DLG5,95,-99,-90,10,3,0,NA,0,4,0,Tier1,0
DLGAP4,80,-95,90,5,3,0,NA,0,0,0,Tier1,0
DLK1,90,-90,-90,0,3,0,NA,1,-1,0,Tier1,0
DLK2,80,-95,-85,0,3,0,NA,1,0,0,Tier1,0
DLL1,90,-95,-80,10,1,0,NA,1,5,0,Tier1,0
DLL3,80,-95,-70,5,3,0,NA,1,0,0,Tier1,0
DLL4,100,-100,-100,NA,2,0,NA,1,5,0,Tier1,0
DMXL2,-90,-95,85,NA,2,0,3,0,-2,1,Tier1,0
DNAJB4,80,-95,85,5,1,0,NA,0,4,0,Tier1,0
DNAJC1,80,-90,70,0,1,0,NA,1,-2,0,Tier1,0
DNAJC18,70,-90,90,10,2,0,NA,1,4,0,Tier1,0
DNER,90,-99,-80,NA,2,0,3,1,0,1,Tier1,0
DOCK1,80,-95,90,5,2,0,NA,0,-1,0,Tier1,0
DOK5,85,-95,-70,10,2,0,NA,0,0,0,Tier1,0
DPCD,80,-95,90,5,2,0,NA,0,0,0,Tier1,0
DPEP1,80,-90,-85,10,2,2,3,0,5,1,Tier1,0
DPEP2,70,-80,-70,NA,3,2,NA,0,0,0,Tier1,0
DPEP3,80,-90,-60,NA,2,2,NA,0,0,0,Tier1,0
DPP10,80,-95,-75,NA,3,0,NA,1,5,0,Tier1,0
DPP4,95,-95,-95,NA,2,0,3,1,3,1,Tier1,0
DPP6,80,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
DPP7,-90,-90,75,-1,2,0,3,0,-4,1,Tier1,0
DRD1,95,-98,-90,10,2,0,NA,1,3,0,Tier1,0
DRD4,80,-95,90,10,2,0,NA,1,5,0,Tier1,0
DRD5,90,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
DSC2,90,-98,-90,10,2,0,3,1,5,1,Tier1,0
DSC3,90,-95,-80,10,3,0,NA,1,0,0,Tier1,0
DSCAM,85,-95,-70,0,3,0,NA,1,1,0,Tier1,0
DSCAML1,100,-100,-100,NA,3,0,NA,1,4,0,Tier1,0
DSEL,-90,-90,75,10,2,0,NA,1,5,0,Tier1,0
DSG1,90,-98,-85,NA,2,0,NA,1,3,0,Tier1,0
DSG2,95,-95,-95,10,3,0,3,1,4,1,Tier1,0
DSG3,99,-95,-95,NA,2,0,NA,1,4,0,Tier1,0
DSG4,100,-100,-100,NA,3,0,NA,1,5,0,Tier1,0
DSP,80,-95,90,10,2,0,NA,0,4,0,Tier1,0
DTNA,70,-90,80,10,2,0,NA,1,5,0,Tier1,0
DUOX1,90,-85,-90,NA,1,0,NA,1,5,0,Tier1,0
DUOX2,80,-90,-80,NA,1,0,NA,1,5,0,Tier1,0
DUOXA1,80,-95,70,NA,2,0,NA,1,5,0,Tier1,0
DYNC2H1,-90,-95,90,0,2,0,3,0,3,1,Tier1,0
DYSF,85,-95,-80,10,2,0,NA,1,-2,0,Tier1,0
ECE1,-95,-95,80,NA,2,0,3,1,5,1,Tier1,0
ECM2,90,-90,-85,4,3,0,NA,0,-1,0,Tier1,0
ECSCR,90,-90,-80,10,2,0,NA,1,0,0,Tier1,0
EDA,90,-80,-75,-1,2,0,NA,1,4,0,Tier1,0
EDA2R,90,-95,-80,10,3,0,NA,1,0,0,Tier1,0
EDAR,90,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
EDIL3,70,70,-80,9,2,0,NA,0,0,0,Tier1,0
EDNRA,100,-100,-100,10,3,0,3,1,0,1,Tier1,0
EDNRB,90,-95,-90,10,1,0,NA,1,5,0,Tier1,0
EFEMP1,80,70,-90,-1,2,0,3,0,-1,1,Tier1,0
EFL1,90,-90,-90,0,0,1,NA,0,0,0,Tier1,0
EFNA1,85,-95,-90,NA,2,3,3,0,4,1,Tier1,0
EFNA2,90,-80,-70,0,3,3,NA,0,5,0,Tier1,0
EFNA3,80,-90,-70,NA,3,2,NA,0,0,0,Tier1,0
EFNA4,85,-90,-85,NA,3,2,3,0,-1,1,Tier1,0
EFNA5,100,-100,-100,0,3,2,3,0,5,1,Tier1,0
EFNB1,95,-90,-90,10,2,0,3,1,4,1,Tier1,0
EFNB2,100,-100,-100,0,3,0,3,1,5,1,Tier1,0
EFNB3,80,-95,-90,NA,3,0,3,1,0,1,Tier1,0
EFR3A,80,-95,70,10,2,0,NA,0,4,0,Tier1,0
EFR3B,100,-100,-100,10,2,0,NA,0,4,0,Tier1,0
EGF,90,80,-85,NA,1,0,NA,1,0,0,Tier1,0
EGFR,100,-100,-100,14,0,0,3,1,2,1,Tier1,0
EHBP1L1,80,-95,85,10,2,0,NA,0,-1,0,Tier1,0
EHD3,80,-95,90,15,1,0,NA,0,3,0,Tier1,0
EHD4,80,-95,90,15,2,0,NA,0,3,0,Tier1,0
ELFN1,70,-80,-70,10,3,0,3,1,-1,1,Tier1,0
ELFN2,-100,100,-100,0,3,0,3,1,5,1,Tier1,0
EMB,-100,-100,100,NA,3,0,3,1,4,1,Tier1,0
EMCN,85,-99,-80,NA,3,0,NA,1,-1,0,Tier1,0
EMILIN1,80,75,-85,NA,3,0,3,0,-1,1,Tier1,0
EMILIN2,70,70,-80,NA,3,0,3,0,0,1,Tier1,0
EMP1,100,-100,-100,0,3,0,2,1,0,0,Tier1,0
EMP2,90,-95,-80,0,2,0,2,1,2,0,Tier1,0
EMP3,70,-95,-70,10,3,0,2,1,0,0,Tier1,0
