gene_name,YES,NO,claude_summary
SLC6A19,9,1,4
SLC6A2,9,1,4
SLC6A20,7,3,3
SLC6A3,7,3,3
SLC6A4,7,2,4
SLC6A5,8,2,4
SLC6A6,10,0,5
SLC6A7,7,3,3
SLC6A8,7,2,4
SLC6A9,10,0,5
SLC7A1,10,0,5
SLC7A10,10,0,5
SLC7A11,8,2,4
SLC7A13,8,2,4
SLC7A14,9,1,4
SLC7A2,9,0,5
SLC7A3,10,0,5
SLC7A4,9,1,4
SLC7A5,9,0,5
SLC7A6,9,1,4
SLC7A7,10,0,5
SLC7A8,9,0,5
SLC7A9,10,0,5
SLC8A1,9,1,4
SLC8A2,9,1,4
SLC8A3,9,1,4
SLC8B1,7,3,3
SLC9A1,9,0,5
SLC9A2,9,1,4
SLC9A3,10,0,5
SLC9A3R1,2,8,1
SLC9A3R2,1,9,1
SLC9A4,8,2,4
SLC9A5,10,0,5
SLC9A6,3,7,2
SLC9A7,5,5,3
SLC9A8,7,2,4
SLC9A9,4,6,2
SLC9B1,7,3,3
SLC9B2,6,4,3
SLC9C1,4,6,2
SLC9C2,3,7,2
SLCO1A2,7,3,3
SLCO1B1,4,6,2
SLCO1B3,7,3,3
SLCO1B7,2,8,1
SLCO1C1,6,4,3
SLCO2A1,4,6,2
SLCO2B1,8,2,4
SLCO2T2,1,0,5
SLCO3A1,6,3,3
SLCO4A1,9,1,4
SLCO4C1,3,6,2
SLCO5A1,5,5,3
SLCO6A1,8,2,4
SLIT1,8,2,4
SLIT2,8,2,4
SLIT3,8,2,4
SLITRK1,5,5,3
SLITRK2,6,4,3
SLITRK3,7,3,3
SLITRK4,8,2,4
SLITRK5,5,5,3
SLITRK6,8,2,4
SLMAP,0,10,0
SLN,0,10,0
SMAGP,7,3,3
SMCO2,2,8,1
SMCO4,2,7,1
SMDT1,0,10,0
SMIM1,10,0,5
SMIM11A,2,8,1
SMIM11B,0,10,0
SMIM12,0,10,0
SMIM13,0,10,0
SMIM14,4,6,2
SMIM15,2,8,1
SMIM17,1,9,1
SMIM18,2,8,1
SMIM19,2,8,1
SMIM2,3,7,2
SMIM20,1,9,1
SMIM24,0,10,0
SMIM26,2,8,1
SMIM27,1,9,1
SMIM28,1,9,1
SMIM29,1,9,1
SMIM3,3,7,2
SMIM30,2,8,1
SMIM31,2,8,1
SMIM32,0,10,0
SMIM33,2,8,1
SMIM34A,0,10,0
SMIM34B,0,10,0
SMIM35,0,9,0
SMIM36,2,8,1
SMIM4,1,9,1
SMIM5,1,9,1
SMIM6,0,10,0
SMIM7,4,6,2
SMIM8,1,9,1
SMIM9,0,10,0
SMLR1,0,10,0
SMO,10,0,5
SMPD2,6,4,3
SMPD3,9,1,4
SMPD4,0,10,0
SMPDL3A,5,5,3
SMPDL3B,5,5,3
SNAP23,4,6,2
SNCA,5,5,3
SNN,6,4,3
SNORC,0,10,0
SNTB2,2,8,1
SNTG1,1,0,5
SNTG2,7,2,4
SNX10,0,10,0
SNX13,0,10,0
SNX14,0,10,0
SNX19,0,10,0
SNX7,0,10,0
SNX9,0,10,0
SOAT1,0,10,0
SOAT2,0,10,0
SORBS1,0,10,0
SORBS3,0,10,0
SORCS1,4,6,2
SORCS2,3,7,2
SORCS3,2,8,1
SORL1,3,7,2
SORT1,4,6,2
SOST,10,0,5
SPAAR,3,7,2
SPACA1,0,10,0
SPACA3,1,9,1
SPACA4,0,10,0
SPACA6,1,9,1
SPAG4,0,10,0
SPAG8,0,10,0
SPAM1,10,0,5
SPATA3,0,10,0
SPATA31A1,0,10,0
SPATA31A3,0,10,0
SPATA31A5,0,10,0
SPATA31A6,0,10,0
SPATA31A7,0,10,0
SPATA31D1,0,10,0
SPATA31D3,0,10,0
SPATA31D4,0,10,0
SPATA31E1,0,10,0
SPATC1L,0,10,0
SPCS1,0,10,0
SPCS2,0,10,0
SPCS3,0,10,0
SPEM1,0,10,0
SPEM2,0,10,0
SPEM3,0,10,0
SPG7,0,10,0
SPHK1,0,10,0
SPINT1,9,1,4
SPINT2,8,2,4
SPN,10,0,5
SPNS1,10,0,5
SPNS2,10,0,5
SPNS3,10,0,5
SPP1,9,1,4
SPP2,0,10,0
SPPL2A,0,10,0
SPPL2B,0,10,0
SPPL2C,0,10,0
SPPL3,0,10,0
SPRED3,0,10,0
SPRN,10,0,5
SPTLC1,0,10,0
SPTSSA,0,10,0
SPTSSB,0,10,0
SPTY2D1OS,0,10,0
SRA1,2,8,1
SRC,9,1,4
SRCIN1,0,10,0
SRD5A2,0,10,0
SRD5A3,0,10,0
SREBF1,0,10,0
SREBF2,0,10,0
SRPRB,0,10,0
SSMEM1,1,9,1
SSPN,10,0,5
SSR1,0,10,0
SSR2,0,10,0
SSR3,0,10,0
SSR4,0,10,0
SSTR1,10,0,5
SSTR2,10,0,5
SSTR3,10,0,5
SSTR4,10,0,5
SSTR5,10,0,5
ST14,10,0,5
ST3GAL1,2,8,1
ST3GAL2,1,9,1
ST3GAL3,1,9,1
ST3GAL4,1,9,1
ST3GAL5,1,9,1
ST3GAL6,2,8,1
ST6GAL1,3,7,2
ST6GAL2,2,8,1
ST6GALNAC1,0,10,0
ST6GALNAC2,1,9,1
ST6GALNAC3,1,9,1
ST6GALNAC6,3,7,2
ST7,1,9,1
ST7L,0,10,0
ST8SIA1,2,8,1
ST8SIA2,1,9,1
ST8SIA3,0,10,0
ST8SIA5,1,9,1
STAB1,10,0,5
STAB2,10,0,5
STARD3,0,10,0
STARD3NL,0,10,0
STEAP1,9,1,4
STEAP1B,9,1,4
STEAP2,10,0,5
STEAP3,5,5,3
STEAP4,4,6,2
STIM1,1,9,1
STIM2,0,10,0
STIMATE,3,7,2
STK10,0,10,0
STK16,1,9,1
STK32C,0,10,0
STMP1,1,9,1
STOM,10,0,5
STOML1,4,6,2
STOML2,7,3,3
STOML3,9,1,4
STRA6,10,0,5
STS,0,10,0
STT3A,0,10,0
STT3B,0,10,0
STUM,1,9,1
STX10,0,10,0
STX12,0,10,0
STX16,0,10,0
STX18,1,9,1
STX1A,1,8,1
STX1B,2,8,1
STX2,2,8,1
STX3,1,9,1
STX4,2,8,1
STX5,0,10,0
STX6,0,10,0
STX7,0,10,0
STX8,0,10,0
STYK1,3,6,2
SUCNR1,10,0,5
SUCO,1,9,1
SULT1A1,0,10,0
SUN1,1,9,1
SUN2,0,10,0
SUN3,0,10,0
SUN5,0,9,0
SURF1,0,10,0
SURF4,0,10,0
SUSD1,10,0,5
SUSD2,10,0,5
SUSD3,10,0,5
SUSD4,10,0,5
SUSD5,10,0,5
SUSD6,10,0,5
SV2A,0,10,0
SV2B,2,8,1
SV2C,1,9,1
SVIL,0,9,0
SVOP,1,9,1
SVOPL,1,8,1
SWAP70,0,10,0
SYBU,0,10,0
SYK,8,2,4
SYNDIG1,9,1,4
SYNDIG1L,8,2,4
SYNE1,0,10,0
SYNE2,0,10,0
SYNE3,0,10,0
SYNE4,0,10,0
SYNGR1,1,9,1
SYNGR2,0,10,0
SYNGR3,0,10,0
SYNGR4,0,10,0
SYNJ2BP,0,10,0
SYNPO,0,10,0
SYNPR,0,10,0
SYP,1,9,1
SYPL1,1,9,1
SYPL2,0,10,0
SYS1,1,9,1
SYT1,3,7,2
SYT10,2,8,1
SYT11,0,10,0
SYT12,1,9,1
SYT13,1,9,1
SYT14,0,10,0
SYT15,1,9,1
SYT16,1,9,1
SYT2,1,9,1
SYT3,1,9,1
SYT4,1,9,1
SYT5,0,10,0
SYT6,0,10,0
SYT7,0,10,0
SYT8,0,10,0
SYT9,0,10,0
SYTL2,0,10,0
SYVN1,0,10,0
TAAR1,10,0,5
TAAR2,10,0,5
TAAR5,10,0,5
TAAR6,10,0,5
TAAR8,10,0,5
TAAR9,10,0,5
TACR1,10,0,5
TACR2,9,1,4
TACR3,10,0,5
TACSTD2,10,0,5
TAOK2,0,10,0
TAP1,4,6,2
TAP2,3,6,2
TAPBP,4,6,2
TAPBPL,0,10,0
TAPT1,7,3,3
TARM1,10,0,5
TAS1R1,10,0,5
TAS1R2,10,0,5
TAS1R3,10,0,5
TAS2R1,10,0,5
TAS2R10,10,0,5
TAS2R13,10,0,5
TAS2R14,10,0,5
TAS2R16,9,1,4
TAS2R19,10,0,5
TAS2R20,10,0,5
TAS2R3,10,0,5
TAS2R30,10,0,5
TAS2R31,9,1,4
TAS2R38,10,0,5
TAS2R39,10,0,5
TAS2R4,10,0,5
TAS2R40,9,1,4
TAS2R41,10,0,5
TAS2R42,10,0,5
TAS2R43,10,0,5
TAS2R46,10,0,5
TAS2R5,10,0,5
TAS2R50,10,0,5
TAS2R60,10,0,5
TAS2R7,10,0,5
TAS2R8,9,1,4
TAS2R9,10,0,5
TBC1D2,0,10,0
TBC1D9B,0,10,0
TBL2,0,10,0
TBXA2R,10,0,5
TCHP,0,10,0
TCIM,0,9,0
TCIRG1,1,9,1
TCTA,1,9,1
TCTN1,0,10,0
TCTN2,0,10,0
TDGF1,8,2,4
TDRKH,0,10,0
TECR,0,10,0
TECRL,5,5,3
TECTA,1,9,1
TECTB,0,10,0
TEDDM1,0,10,0
TEK,10,0,5
TENM1,10,0,5
TENM2,10,0,5
TENM3,10,0,5
TENM4,10,0,5
TES,0,10,0
TEX101,10,0,5
TEX2,0,10,0
TEX261,0,10,0
TEX264,0,10,0
TEX28,2,8,1
TEX29,0,10,0
TEX38,0,10,0
TEX46,0,10,0
TEX50,0,10,0
TEX51,0,10,0
TEX55,0,10,0
TF,10,0,5
TFPI,9,0,5
TFPI2,9,1,4
TFR2,10,0,5
TFRC,10,0,5
TGFA,10,0,5
TGFB1,6,4,3
TGFBR1,10,0,5
TGFBR2,10,0,5
TGFBR3,10,0,5
TGFBR3L,7,3,3
TGM1,0,10,0
TGM2,4,6,2
TGOLN2,0,10,0
THBD,8,0,5
THBS1,9,1,4
THBS2,8,2,4
THEM6,0,10,0
THOC3,0,10,0
THPO,6,4,3
THSD1,5,4,3
THSD4,6,4,3
THSD7A,9,0,5
THSD7B,4,6,2
THY1,10,0,5
TIAM1,0,10,0
TIE1,10,0,5
TIGIT,10,0,5
TIMD4,10,0,5
TIMM21,0,10,0
TIMM22,0,10,0
TIMM23B,0,10,0
TIMM50,0,10,0
TIMMDC1,0,10,0
TIMP1,6,4,3
TJP1,3,7,2
TJP2,1,9,1
TLCD2,0,10,0
TLL1,3,7,2
TLL2,0,10,0
TLN1,0,10,0
TLN2,0,10,0
TLR1,10,0,5
TLR10,10,0,5
TLR2,10,0,5
TLR3,8,2,4
TLR4,10,0,5
TLR5,10,0,5
TLR6,10,0,5
TLR7,5,5,3
TLR8,6,4,3
TLR9,1,9,1
TM2D1,0,10,0
TM2D2,0,10,0
TM2D3,2,8,1
TM4SF1,10,0,5
TM4SF18,10,0,5
TM4SF19,10,0,5
TM4SF20,10,0,5
TM4SF4,10,0,5
TM4SF5,9,0,5
TM6SF1,0,10,0
TM6SF2,2,8,1
TM7SF2,0,10,0
TM7SF3,9,1,4
TM9SF1,0,10,0
TM9SF2,0,10,0
TM9SF3,0,10,0
TM9SF4,0,10,0
TMBIM1,0,10,0
TMBIM4,0,10,0
TMBIM6,0,10,0
TMC1,5,5,3
TMC2,5,5,3
TMC3,6,4,3
TMC4,3,7,2
TMC5,3,7,2
TMC6,9,1,4
TMC7,4,6,2
TMC8,6,4,3
TMCC1,0,10,0
TMCC2,0,10,0
TMCC3,0,10,0
TMCO1,0,10,0
TMCO2,0,10,0
TMCO3,1,9,1
TMCO5A,0,10,0
TMED1,0,10,0
TMED10,0,10,0
TMED2,0,9,0
TMED3,0,10,0
TMED4,0,10,0
TMED5,0,10,0
TMED6,0,10,0
TMED7,0,10,0
TMED8,0,10,0
TMED9,0,10,0
TMEFF1,10,0,5
TMEFF2,10,0,5
TMEM100,8,2,4
TMEM101,1,9,1
TMEM104,4,6,2
TMEM106A,2,8,1
TMEM106B,0,10,0
TMEM106C,2,8,1
TMEM107,1,9,1
TMEM108,6,4,3
TMEM109,3,7,2
TMEM11,4,6,2
TMEM114,5,5,3
TMEM115,5,5,3
TMEM116,3,7,2
TMEM117,3,7,2
TMEM119,7,3,3
TMEM120A,2,8,1
TMEM120B,3,7,2
TMEM121,0,10,0
TMEM121B,0,10,0
TMEM123,7,3,3
TMEM125,0,10,0
TMEM126A,0,10,0
TMEM126B,0,10,0
TMEM127,0,10,0
TMEM128,3,7,2
TMEM129,1,9,1
TMEM130,6,4,3
TMEM131,8,2,4
TMEM131L,3,7,2
TMEM132A,8,2,4
TMEM132B,7,3,3
TMEM132C,7,3,3
TMEM132D,5,5,3
TMEM132E,5,5,3
TMEM134,2,8,1
TMEM135,0,10,0
TMEM138,4,6,2
TMEM139,2,8,1
TMEM140,9,1,4
TMEM141,5,5,3
TMEM143,6,4,3
TMEM144,3,7,2
TMEM145,3,7,2
TMEM147,1,9,1
TMEM14A,6,4,3
TMEM14B,3,7,2
TMEM14C,8,2,4
TMEM150A,5,5,3
TMEM150B,5,5,3
TMEM150C,5,5,3
TMEM151A,3,7,2
TMEM151B,5,5,3
TMEM154,9,1,4
TMEM156,3,7,2
TMEM158,6,4,3
TMEM159,4,6,2
TMEM160,4,6,2
TMEM161A,2,8,1
TMEM161B,0,10,0
TMEM163,3,7,2
TMEM164,4,6,2
TMEM165,2,8,1
TMEM167A,2,8,1
TMEM167B,0,10,0
TMEM168,4,6,2
TMEM169,7,3,3
TMEM17,7,3,3
TMEM170A,3,7,2
TMEM170B,4,6,2
TMEM171,6,4,3
TMEM173,9,1,4
TMEM174,6,4,3
TMEM175,0,10,0
TMEM176A,4,6,2
TMEM176B,6,4,3
TMEM177,3,7,2
TMEM178A,3,7,2
TMEM178B,3,7,2
TMEM179,5,4,3
TMEM179B,3,7,2
TMEM18,3,7,2
TMEM181,7,3,3
TMEM182,5,5,3
TMEM183A,3,7,2
TMEM184A,7,3,3
TMEM184B,6,4,3
TMEM184C,6,4,3
TMEM185A,4,6,2
TMEM185B,3,7,2
TMEM186,5,5,3
TMEM187,6,4,3
TMEM189,5,5,3
TMEM19,1,9,1
TMEM190,5,5,3
TMEM191B,2,8,1
TMEM191C,3,7,2
TMEM192,0,10,0
TMEM196,4,6,2
TMEM198,1,9,1
TMEM199,0,10,0
TMEM200A,2,8,1
TMEM200B,1,9,1
TMEM200C,0,9,0
TMEM201,4,6,2
TMEM202,1,9,1
TMEM203,6,4,3
TMEM204,6,4,3
TMEM205,4,6,2
TMEM207,8,2,4
TMEM208,3,7,2
TMEM209,1,9,1
TMEM210,4,5,2
TMEM211,2,8,1
TMEM212,6,4,3
TMEM213,5,5,3
TMEM214,5,4,3
TMEM215,5,5,3
TMEM216,2,8,1
TMEM217,6,4,3
TMEM218,6,4,3
TMEM219,8,2,4
TMEM220,7,3,3
TMEM221,9,1,4
TMEM222,5,5,3
TMEM223,8,2,4
TMEM225,2,8,1
TMEM225B,1,9,1
TMEM229A,1,9,1
TMEM229B,1,9,1
TMEM230,4,6,2
TMEM231,3,7,2
TMEM233,4,6,2
TMEM234,3,7,2
TMEM235,5,5,3
TMEM236,7,3,3
TMEM237,4,6,2
TMEM238,5,5,3
TMEM238L,2,8,1
TMEM239,1,8,1
TMEM240,3,7,2
TMEM241,0,10,0
TMEM242,2,8,1
TMEM243,0,10,0
TMEM244,2,8,1
TMEM245,3,7,2
TMEM246,3,7,2
TMEM248,5,5,3
TMEM249,3,7,2
TMEM25,7,3,3
TMEM251,2,8,1
TMEM252,1,9,1
TMEM253,4,6,2
TMEM254,2,8,1
TMEM255A,1,9,1
TMEM255B,0,10,0
TMEM256,2,8,1
TMEM258,4,6,2
TMEM259,5,5,3
TMEM26,10,0,5
TMEM260,2,8,1
TMEM262,5,5,3
TMEM265,0,10,0
TMEM266,3,7,2
TMEM267,4,6,2
TMEM268,2,8,1
TMEM269,5,5,3
TMEM271,3,7,2
TMEM272,5,5,3
TMEM273,4,6,2
TMEM30A,1,9,1
TMEM30B,1,9,1
TMEM33,0,10,0
TMEM35A,3,7,2
TMEM35B,0,10,0
TMEM37,8,2,4
TMEM38A,4,6,2
TMEM38B,4,6,2
TMEM39A,0,10,0
TMEM39B,2,8,1
TMEM40,6,4,3
TMEM41A,0,10,0
TMEM41B,1,9,1
TMEM42,6,4,3
TMEM43,5,4,3
TMEM44,7,3,3
TMEM45A,3,7,2
TMEM45B,6,4,3
TMEM47,4,6,2
TMEM50A,0,10,0
TMEM50B,0,10,0
TMEM51,0,10,0
TMEM52,1,9,1
TMEM52B,1,9,1
TMEM53,1,9,1
TMEM54,4,6,2
TMEM59,8,2,4
TMEM59L,4,6,2
TMEM60,7,3,3
TMEM61,3,7,2
TMEM62,6,4,3
TMEM63A,10,0,5
TMEM63B,9,1,4
TMEM63C,8,2,4
TMEM64,5,5,3
TMEM65,4,6,2
TMEM67,2,8,1
TMEM68,3,7,2
TMEM69,2,8,1
TMEM70,0,10,0
TMEM71,5,5,3
TMEM72,4,6,2
TMEM74,2,8,1
TMEM74B,1,9,1
TMEM79,8,2,4
TMEM80,4,6,2
TMEM81,5,5,3
TMEM82,3,7,2
TMEM86A,3,7,2
TMEM86B,2,8,1
TMEM87A,6,4,3
TMEM87B,6,4,3
TMEM88,7,3,3
TMEM88B,7,3,3
TMEM89,7,3,3
TMEM8A,9,1,4
TMEM8B,3,7,2
TMEM9,3,6,2
TMEM91,2,8,1
TMEM92,4,6,2
TMEM94,7,3,3
TMEM95,6,4,3
TMEM97,0,10,0
TMEM98,6,4,3
TMEM9B,2,8,1
TMIE,10,0,5
TMIGD1,10,0,5
TMIGD2,10,0,5
TMIGD3,9,1,4
TMPO,0,9,0
TMPPE,0,10,0
TMPRSS11A,9,0,5
TMPRSS11B,10,0,5
TMPRSS11D,10,0,5
TMPRSS11E,9,1,4
TMPRSS11F,10,0,5
TMPRSS13,9,1,4
TMPRSS15,7,2,4
TMPRSS2,9,1,4
TMPRSS3,10,0,5
TMPRSS4,10,0,5
TMPRSS5,7,3,3
TMPRSS6,4,5,2
TMPRSS7,10,0,5
TMPRSS9,8,2,4
TMTC1,0,10,0
TMTC2,0,10,0
TMTC3,0,10,0
TMTC4,1,9,1
TMUB1,0,10,0
TMUB2,0,10,0
TMX1,0,10,0
TMX2,0,10,0
TMX3,0,10,0
TMX4,0,10,0
TNC,10,0,5
TNF,10,0,5
TNFRSF10A,10,0,5
TNFRSF10B,10,0,5
TNFRSF10C,10,0,5
TNFRSF10D,10,0,5
TNFRSF11A,10,0,5
TNFRSF11B,6,4,3
TNFRSF12A,10,0,5
TNFRSF13B,10,0,5
TNFRSF13C,10,0,5
TNFRSF14,10,0,5
TNFRSF17,10,0,5
TNFRSF18,10,0,5
TNFRSF19,10,0,5
TNFRSF1A,10,0,5
TNFRSF1B,9,0,5
TNFRSF21,10,0,5
TNFRSF25,10,0,5
TNFRSF4,10,0,5
TNFRSF8,10,0,5
TNFRSF9,10,0,5
TNFSF10,10,0,5
TNFSF11,10,0,5
TNFSF12,10,0,5
TNFSF13,10,0,5
TNFSF13B,10,0,5
TNFSF14,9,0,5
TNFSF15,10,0,5
TNFSF18,10,0,5
TNFSF4,10,0,5
TNFSF8,10,0,5
TNFSF9,10,0,5
TNK1,0,10,0
TNK2,0,10,0
TNMD,4,6,2
TNS1,0,10,0
TNS3,1,9,1
TNXB,3,7,2
TOMM22,0,10,0
TOMM5,0,10,0
TOMM6,0,9,0
TOMM7,0,10,0
TOR1A,0,10,0
TOR1B,0,10,0
TOR2A,0,10,0
TP53I11,0,10,0
TP53I13,0,10,0
TPBG,10,0,5
TPBGL,0,10,0
TPCN1,0,10,0
TPCN2,0,10,0
TPD52,0,10,0
TPD52L1,0,10,0
TPO,8,2,4
TPRA1,10,0,5
TPSG1,1,9,1
TPST1,0,10,0
TPST2,0,10,0
TPTE,1,9,1
TPTE2,0,10,0
TRAF3IP3,0,10,0
TRAM1,0,10,0
TRAM1L1,0,10,0
TRAM2,0,10,0
TRARG1,0,10,0
TRAT1,9,1,4
TRBV9,10,0,5
TRDN,1,9,1
TREH,6,4,3
TREM1,10,0,5
TREM2,9,0,5
TREML1,10,0,5
TREML2,10,0,5
TREML4,10,0,5
TREX1,0,10,0
TRGC2,10,0,5
TRHDE,0,10,0
TRHR,9,0,5
TRIL,9,1,4
TRIM13,0,10,0
TRIM38,0,10,0
TRIM44,0,10,0
TRIM55,0,10,0
TRIM59,0,9,0
TRIM62,0,10,0
TRIO,0,9,0
TRIP11,0,10,0
TRIQK,0,10,0
TRO,7,3,3
TRPA1,10,0,5
TRPC1,9,1,4
TRPC3,8,2,4
TRPC4,7,3,3
TRPC5,7,3,3
TRPC6,10,0,5
TRPC7,7,3,3
TRPM1,9,1,4
TRPM2,9,1,4
TRPM3,10,0,5
TRPM4,10,0,5
TRPM5,8,2,4
TRPM6,10,0,5
TRPM7,10,0,5
TRPM8,10,0,5
TRPV1,10,0,5
TRPV2,9,1,4
TRPV3,10,0,5
TRPV4,10,0,5
TRPV5,10,0,5
TRPV6,10,0,5
TSG101,0,10,0
TSHR,10,0,5
TSLP,10,0,5
TSNARE1,2,8,1
TSPAN1,10,0,5
TSPAN10,9,0,5
TSPAN11,10,0,5
TSPAN12,10,0,5
TSPAN13,10,0,5
TSPAN14,10,0,5
TSPAN15,10,0,5
TSPAN16,10,0,5
TSPAN17,10,0,5
TSPAN18,10,0,5
TSPAN19,10,0,5
TSPAN2,10,0,5
TSPAN3,10,0,5
TSPAN31,10,0,5
TSPAN32,10,0,5
TSPAN33,10,0,5
TSPAN4,10,0,5
TSPAN5,10,0,5
TSPAN6,10,0,5
TSPAN7,10,0,5
TSPAN8,10,0,5
TSPAN9,10,0,5
TSPO,7,3,3
TSPO2,0,9,0
TTC17,0,10,0
TTC30B,0,10,0
TTR,0,10,0
TTYH1,10,0,5
TTYH2,10,0,5
TTYH3,8,2,4
TUB,0,10,0
TUNAR,0,10,0
TUSC3,1,9,1
TVP23A,0,10,0
TVP23B,0,10,0
TVP23C,0,10,0
TXNDC11,0,10,0
TXNDC15,0,10,0
TYR,3,7,2
TYRO3,10,0,5
TYROBP,7,3,3
TYRP1,6,3,3
TYRP3,1,0,5
TYW1,0,10,0
UBAC2,0,10,0
UBE2J1,0,10,0
UBE2J2,0,10,0
UBE2W,0,10,0
UBIAD1,0,10,0
UBXN8,0,10,0
UCP2,0,10,0
UGCG,0,10,0
UGT1A1,0,10,0
UGT1A10,0,10,0
UGT1A3,0,10,0
UGT1A4,0,9,0
UGT1A5,0,10,0
UGT1A6,0,10,0
UGT1A7,0,10,0
UGT1A8,0,10,0
UGT1A9,0,10,0
UGT2A1,0,10,0
UGT2A2,0,10,0
UGT2A3,0,10,0
UGT2B10,0,10,0
UGT2B11,0,10,0
UGT2B15,0,10,0
UGT2B17,0,10,0
UGT2B28,0,10,0
UGT2B4,0,10,0
UGT2B7,0,10,0
UGT3A1,0,10,0
UGT3A2,0,10,0
UGT8,0,10,0
ULBP1,10,0,5
ULBP2,9,0,5
ULBP3,10,0,5
UMOD,9,1,4
UMODL1,8,2,4
UNC45A,0,10,0
UNC50,0,10,0
UNC5A,10,0,5
UNC5B,10,0,5
UNC5C,10,0,5
UNC5CL,9,1,4
UNC5D,10,0,5
UNC93A,7,3,3
UNC93B1,5,5,3
UPK1A,9,1,4
UPK1B,7,3,3
UPK2,9,1,4
UPK3A,10,0,5
UPK3B,9,1,4
UPK3BL1,5,5,3
UQCR10,0,10,0
UQCR11,0,10,0
UQCRQ,0,10,0
USE1,0,10,0
USH2A,10,0,5
USP30,0,10,0
UST,6,4,3
UTRN,8,2,4
UTS2R,10,0,5
UXS1,0,10,0
VAMP1,5,5,3
VAMP2,8,2,4
VAMP3,3,7,2
VAMP4,3,7,2
VAMP5,5,5,3
VAMP7,2,8,1
VAMP8,2,8,1
VANGL1,7,2,4
VANGL2,7,2,4
VANGL3,1,0,5
VANGL5,0,1,0
VAPA,0,10,0
VAPB,0,10,0
VASN,10,0,5
VCAM1,10,0,5
VCAN,9,1,4
VDAC1,0,10,0
VEGFA,8,2,4
VEGFB,8,2,4
VEGFC,7,3,3
VEZT,9,1,4
VIL1,3,7,2
VIPR1,10,0,5
VIPR2,10,0,5
VKORC1,0,10,0
VKORC1L1,0,10,0
VLDLR,10,0,5
VMA21,0,10,0
VMP1,0,9,0
VN1R1,5,5,3
VN1R2,7,3,3
VN1R4,6,4,3
VNN1,10,0,5
VNN2,10,0,5
VNN3,10,0,5
VOPP1,0,10,0
VPS37C,0,10,0
VPS50,0,10,0
VRK2,0,10,0
VSIG1,10,0,5
VSIG10,10,0,5
VSIG10L,9,0,5
VSIG10L2,9,1,4
VSIG2,10,0,5
VSIG4,10,0,5
VSIG8,10,0,5
VSIR,10,0,5
VSTM1,10,0,5
VSTM4,10,0,5
VSTM5,10,0,5
VTCN1,10,0,5
VTI1A,0,10,0
VTI1B,0,10,0
VTN,10,0,5
VWA5B1,0,10,0
VWF,10,0,5
WAS,1,9,1
WASHC5,0,10,0
WBP1,0,10,0
WBP1L,0,9,0
WBP2NL,0,10,0
WDR17,0,10,0
WDR45,0,10,0
WDR83OS,0,10,0
WFS1,1,9,1
WIPF1,0,10,0
WLS,8,2,4
WNT11,9,0,5
WNT5A,10,0,5
WNT5B,10,0,5
WSCD1,0,8,0
WSCD11,0,1,0
WSCD2,0,9,0
WT1,0,10,0
WWP1,0,10,0
XAGE2,0,10,0
XAGE3,0,10,0
XCR1,10,0,5
XG,9,0,5
XIRP2,0,10,0
XK,10,0,5
XKR3,10,0,5
XKR4,10,0,5
XKR5,10,0,5
XKR6,10,0,5
XKR7,10,0,5
XKR8,10,0,5
XKR9,10,0,5
XKRX,9,1,4
XPNPEP2,6,4,3
XPR1,10,0,5
XXYLT1,0,10,0
XYLT1,0,10,0
XYLT2,0,10,0
YAE1,0,10,0
YBX1,0,10,0
YES1,0,9,0
YIF1A,0,10,0
YIF1B,0,10,0
YIPF1,0,10,0
YIPF2,0,9,0
YIPF3,0,10,0
YIPF4,0,10,0
YIPF5,0,10,0
YIPF6,0,10,0
YIPF7,0,10,0
YME1L1,0,10,0
YOD1,0,10,0
ZACN,0,10,0
ZAN,9,1,4
ZBTB11,0,10,0
ZDHHC1,0,10,0
ZDHHC11,0,10,0
ZDHHC11B,0,10,0
ZDHHC12,0,10,0
ZDHHC13,0,10,0
ZDHHC14,0,10,0
ZDHHC15,0,10,0
ZDHHC16,0,10,0
ZDHHC17,0,10,0
ZDHHC18,0,10,0
ZDHHC19,0,10,0
ZDHHC2,0,10,0
ZDHHC20,0,10,0
ZDHHC21,0,10,0
ZDHHC22,0,10,0
ZDHHC23,0,10,0
ZDHHC24,0,10,0
ZDHHC3,0,10,0
ZDHHC4,0,10,0
ZDHHC5,0,10,0
ZDHHC6,0,10,0
ZDHHC7,0,10,0
ZDHHC8,0,10,0
ZFPL1,0,10,0
ZFYVE27,0,10,0
ZFYVE28,0,10,0
ZG16B,9,1,4
ZMPSTE24,0,10,0
ZNF185,0,9,0
ZNRF3,10,0,5
ZNRF4,0,10,0
ZP1,5,4,3
ZP2,4,6,2
ZP3,8,2,4
ZP4,7,3,3
ZPLD1,1,9,1
ZYX,0,10,0
